ImageID,LabelName,XMin,XMax,YMin,YMax,class
0566cb7b75f522f2,/m/0ch_cf,0.875625,0.999375,0.113333,0.5875,Fish
7e434e1857d32824,/m/0ch_cf,0.275285,0.470194,0.375,0.494186,Fish
00c4b878d279f6c3,/m/0ch_cf,0.134375,0.790625,0.554167,0.88,Fish
cc29d2d67a07794e,/m/0ch_cf,0.426875,0.61625,0.447699,0.564854,Fish
1cccf036cfb3cf6f,/m/0ch_cf,0.117188,0.614258,0.424638,0.762319,Fish
28f7c0946f6fafd2,/m/03fj2,0.5525,0.59875,0.035,0.135,Goldfish
9ff559a267f9ed08,/m/0ch_cf,0.789276,0.999059,0.143125,0.395625,Fish
5d36d41b49f70b6c,/m/0ch_cf,0.5192899999999999,0.631944,0.268519,0.348765,Fish
081abb701f3d0f19,/m/03fj2,0.930556,0.949653,0.445312,0.454427,Goldfish
2a72c9a8b9572cc7,/m/0ch_cf,0.429688,0.492188,0.717448,0.7851560000000001,Fish
2a157f9ae86441e2,/m/0ch_cf,0.77875,0.811875,0.284644,0.304307,Fish
b00bc83c04e1b321,/m/0ch_cf,0.0275,0.213125,0.902439,0.981117,Fish
02e3e15d9c8a38b0,/m/0ch_cf,0.89375,0.916667,0.181944,0.225,Fish
97d891761e7d90d4,/m/0ch_cf,0.1725,0.865833,0.13,0.6925,Fish
08ef9a1571c6460a,/m/0ch_cf,0.187909,0.998366,0.0,0.133987,Fish
afa2fc79594f1204,/m/0ch_cf,0.0,0.064375,0.6350979999999999,0.8867219999999999,Fish
295e11f117be05d3,/m/0ch_cf,0.354375,0.701875,0.28424,0.7757970000000001,Fish
1c28e1196c001092,/m/0ch_cf,0.0,0.036875,0.371667,0.500833,Fish
3dc9b546bd7070d2,/m/0ch_cf,0.01625,0.0975,0.0,0.035,Fish
e3e5a4a1bae70d5f,/m/0ch_cf,0.675,0.715,0.085833,0.11,Fish
d3b4c335561842a8,/m/0ch_cf,0.893125,0.92,0.802064,0.8658540000000001,Fish
423299823c72b878,/m/0ch_cf,0.0,0.166667,0.439375,0.578125,Fish
734b970d8eb72cb7,/m/03fj2,0.328125,0.485625,0.338346,0.49812,Goldfish
4e2134c3f341b927,/m/0ch_cf,0.34570300000000004,0.379883,0.591146,0.647135,Fish
cc43d9a4c6a62998,/m/0ch_cf,0.661932,0.8636360000000001,0.102273,0.433712,Fish
4658ef0895be7d82,/m/0ch_cf,0.0275,0.10375,0.330833,0.458333,Fish
bf9fbf3660c580e5,/m/0ch_cf,0.371875,0.449375,0.430833,0.511667,Fish
9f5d2a016e871853,/m/0ch_cf,0.092188,0.8164060000000001,0.180208,0.41875,Fish
0095734b1bd2ea8d,/m/0ch_cf,0.625977,0.640625,0.727865,0.7539060000000001,Fish
ed87059293dc7954,/m/0ch_cf,0.536875,0.555,0.405,0.4375,Fish
9010925df34db6ca,/m/0ch_cf,0.0,0.073125,0.45283,0.5485180000000001,Fish
9c11465f9336fbf8,/m/0ch_cf,0.265625,0.741875,0.138837,0.8095680000000001,Fish
b6c0cdb840497dfc,/m/0ch_cf,0.196875,0.215,0.170901,0.180908,Fish
fc01ca4fc3773a40,/m/0ch_cf,0.25416700000000003,0.351667,0.75125,0.785,Fish
615eab1e46224583,/m/0ch_cf,0.564062,0.999219,0.749121,0.998828,Fish
03aeadec7ab4eae1,/m/0ch_cf,0.33,0.40125,0.34,0.469167,Fish
c4148a6a29fa738a,/m/0ch_cf,0.5725,0.62625,0.286636,0.360369,Fish
d52f730b0d6605d5,/m/0ch_cf,0.312562,0.599407,0.074603,0.742857,Fish
1a17b7ea4c431232,/m/0ch_cf,0.0,0.215,0.583333,0.998889,Fish
02e3e15d9c8a38b0,/m/0ch_cf,0.60625,0.68125,0.106944,0.154167,Fish
dda7645a418db1e3,/m/0ch_cf,0.0,0.859375,0.124167,0.429167,Fish
6f2dae4ad8a7157e,/m/0ch_cf,0.37875,0.4175,0.49,0.565833,Fish
09934d6bb43bac26,/m/0ch_cf,0.47,0.491875,0.766667,0.7975,Fish
232db5bb91a4b9a6,/m/0ch_cf,0.476667,0.49,0.394375,0.4075,Fish
c6f4c5f0e351e49e,/m/0ch_cf,0.344375,0.42625,0.003333,0.0425,Fish
c2c6b649a32fbcbe,/m/0ch_cf,0.236719,0.429688,0.005634,0.38216,Fish
83af51b5d5b6f64d,/m/0ch_cf,0.004882,0.929211,0.085964,0.912022,Fish
094809d6570c4a6b,/m/03fj2,0.564375,0.653125,0.6522220000000001,0.803333,Goldfish
670e4e5b0657f8cf,/m/03fj2,0.947266,0.998047,0.915179,0.998512,Goldfish
9db5993a7782daef,/m/0ch_cf,0.5125,0.574167,0.47,0.515,Fish
d9230adfdb9760e2,/m/03fj2,0.8125,0.8310549999999999,0.191406,0.221354,Goldfish
b2290c66252839de,/m/03fj2,0.125,0.863281,0.31901,0.790365,Goldfish
23d044e5553bf8c4,/m/0by6g,0.10875,0.75875,0.185,0.456667,Shark
1e7ff8787477240d,/m/0ch_cf,0.690625,0.834375,0.177128,0.33448,Fish
05e5190a82582cea,/m/03fj2,0.201172,0.266602,0.357247,0.392387,Goldfish
45a68019c4164200,/m/0ch_cf,0.357639,0.647569,0.845052,0.960938,Fish
2764ca2da911e845,/m/0ch_cf,0.579375,0.65375,0.459078,0.490122,Fish
6db94a2d341da179,/m/0ch_cf,0.111632,0.864916,0.28625,0.935625,Fish
16633b4b5c5d5b5b,/m/0ch_cf,0.48939,0.624668,0.345024,0.592417,Fish
271d136d603bfced,/m/0ch_cf,0.824219,0.999023,0.847656,0.97526,Fish
d1b95ad75d3a69a1,/m/0ch_cf,0.461875,0.500625,0.461667,0.4875,Fish
52c2c3e71dd84cfd,/m/0ch_cf,0.585,0.62875,0.6519699999999999,0.7420260000000001,Fish
45d37ab07a6bad1e,/m/0by6g,0.114375,0.634375,0.0,0.707778,Shark
02cfef33d6dc4fd6,/m/0ch_cf,0.229492,0.286133,0.485677,0.515625,Fish
f5ce2d51bbc4b279,/m/0ch_cf,0.116875,0.990625,0.0925,0.67,Fish
56921e0f81af4d76,/m/0ch_cf,0.17260799999999998,0.299562,0.699029,0.9188,Fish
fff1272ee6d98005,/m/0ch_cf,0.036875,0.068125,0.025833,0.08416699999999999,Fish
d1b1ace1e66fb8ca,/m/0ch_cf,0.5908329999999999,0.655833,0.576971,0.633292,Fish
cf72425d59f4a028,/m/0ch_cf,0.54375,0.576875,0.663227,0.719512,Fish
563e89ea6f237501,/m/0ch_cf,0.704978,0.75183,0.869099,0.953863,Fish
675820b7745e2fe7,/m/0ch_cf,0.06875,0.206875,0.28,0.674167,Fish
4778e559a165fc1c,/m/0ch_cf,0.0,0.548125,0.0,0.999062,Fish
2f4a62f6c34d8d7e,/m/0ch_cf,0.14945799999999998,0.675812,0.01875,0.93875,Fish
195e7d559ba4d9fe,/m/03fj2,0.003125,0.114375,0.3,0.364167,Goldfish
f80f3682ffdbc7f5,/m/0ch_cf,0.52,0.61875,0.170732,0.26454,Fish
bab89f1f90fcf761,/m/0ch_cf,0.381875,0.4075,0.8325,0.856667,Fish
16dae18e5c385e17,/m/0ch_cf,0.7579739999999999,0.999062,0.335625,0.52,Fish
91f2d33e34e2479f,/m/0ch_cf,0.198437,0.26718800000000004,0.45625,0.515625,Fish
1d45c31486e72683,/m/0ch_cf,0.6875,0.914375,0.496667,0.689167,Fish
8c3ff7b7471e4c9d,/m/03fj2,0.223438,0.249219,0.385776,0.466595,Goldfish
194a316757e11a85,/m/0ch_cf,0.221875,0.24875,0.581667,0.6075,Fish
1ceb2267fa128a01,/m/0ch_cf,0.54693,0.564573,0.314205,0.338664,Fish
f5e5fc567e5922e4,/m/0ch_cf,0.688125,0.71,0.485833,0.565,Fish
f9875d03734a0b21,/m/0ch_cf,0.085625,0.76875,0.076923,0.954034,Fish
5d97d9b7b9995160,/m/03fj2,0.696875,0.91125,0.3775,0.488333,Goldfish
0d7e005a50ec3a82,/m/0ch_cf,0.0,0.999023,0.0,0.998698,Fish
40884e0293972b7a,/m/0ch_cf,0.193125,0.308125,0.759167,0.925,Fish
7d1fd0e10b2e05e6,/m/0ch_cf,0.013125,0.999375,0.038874,0.486595,Fish
2e99667267f5489f,/m/0ch_cf,0.1625,0.2025,0.27,0.315,Fish
5c693ab51f7cc3b1,/m/0ch_cf,0.244375,0.25375,0.432553,0.462653,Fish
fcdf30478bb4dbd7,/m/0ch_cf,0.60125,0.6975,0.04409,0.25985,Fish
a93d1a2d6ddfaf62,/m/0ch_cf,0.671875,0.74625,0.242682,0.712937,Fish
02ed6631e809b2d1,/m/0ch_cf,0.579063,0.625915,0.8793690000000001,0.967306,Fish
9512d6ddd7a589a0,/m/0ch_cf,0.914375,0.98125,0.655833,0.6925,Fish
0095734b1bd2ea8d,/m/0ch_cf,0.395508,0.402344,0.356771,0.380208,Fish
368c0b44d2306142,/m/0ch_cf,0.706875,0.748125,0.268805,0.348451,Fish
f4551ad085786c57,/m/0ch_cf,0.535625,0.7075,0.670833,0.770833,Fish
95be7f98257af71a,/m/0ch_cf,0.53125,0.66625,0.605066,0.758912,Fish
b1fb297bae27d6cd,/m/0ch_cf,0.0,0.355625,0.229167,0.75,Fish
d04f92ef292f9607,/m/0ch_cf,0.488072,0.66998,0.37125,0.79,Fish
20bcf09cff99ac32,/m/03fj2,0.513333,0.556667,0.0,0.015625,Goldfish
b7b389d1b4c8d955,/m/0ch_cf,0.080625,0.126875,0.52587,0.578551,Fish
0105c9304931cf33,/m/0ch_cf,0.310625,0.370625,0.271667,0.306667,Fish
0300038f7af11561,/m/0ch_cf,0.308855,0.330454,0.47,0.480625,Fish
f5cd1e743e776378,/m/0ch_cf,0.0,0.032812,0.0,0.174678,Fish
e6aa389763e0b726,/m/0ch_cf,0.266875,0.34125,0.599065,0.662617,Fish
e0a77c01afda8523,/m/0ch_cf,0.447917,0.461458,0.093056,0.119444,Fish
f89fbbcd01ccd4bb,/m/0ch_cf,0.04625,0.159375,0.430582,0.505629,Fish
6936ee074f184db4,/m/03fj2,0.258333,0.485833,0.283125,0.366875,Goldfish
b830940d6ab7bde3,/m/0ch_cf,0.204688,0.66875,0.016666999999999998,1.0,Fish
bebac23c45451d93,/m/0ch_cf,0.26375,0.3675,0.761726,0.802064,Fish
b4223307e671626b,/m/03fj2,0.569375,0.70375,0.388333,0.5,Goldfish
64d630ad470f7864,/m/0ch_cf,0.658537,0.695122,0.554375,0.595625,Fish
d570a7d11722d3b4,/m/0ch_cf,0.508789,0.585938,0.692708,0.744792,Fish
669b97c75c778899,/m/0ch_cf,0.461875,0.55625,0.376842,0.448421,Fish
9a38e98ba51fb2ae,/m/0ch_cf,0.02,0.073125,0.333112,0.415559,Fish
ac4e90b94464cd00,/m/0ch_cf,0.585,0.9325,0.5975,0.991667,Fish
f20f9a0aa41c783a,/m/0ch_cf,0.4675,0.59,0.774375,0.811875,Fish
201aff5d5dd9d56c,/m/0ch_cf,0.442777,0.555347,0.536875,0.5625,Fish
1d91ee2dc45cf99c,/m/03fj2,0.759167,0.796667,0.510655,0.5958899999999999,Goldfish
1436b8baf1d67e0b,/m/0ch_cf,0.415,0.470625,0.684164,0.88364,Fish
0034fd230b704833,/m/03fj2,0.5585939999999999,0.824219,0.14369500000000002,0.3739,Goldfish
2764ca2da911e845,/m/0ch_cf,0.2475,0.29375,0.79492,0.8918159999999999,Fish
d60da78833693637,/m/0ch_cf,0.085625,0.183125,0.402824,0.476744,Fish
82d0a1bc08badbfc,/m/0ch_cf,0.63375,0.7,0.258333,0.3025,Fish
989e0ed2cc85bccb,/m/0ch_cf,0.813125,0.930625,0.699167,0.864167,Fish
2b07cbacb5f7e2de,/m/0ch_cf,0.260417,0.732639,0.505208,0.89974,Fish
78bb29f51a359344,/m/0ch_cf,0.040625,0.909375,0.012195,0.850844,Fish
66fbe2ce59c88d24,/m/0ch_cf,0.45125,0.748125,0.338333,0.755,Fish
b657ad03c1067e5e,/m/0ch_cf,0.690625,0.71875,0.312383,0.385553,Fish
676474c3c30a471a,/m/0ch_cf,0.0,0.123827,0.32625,0.415,Fish
644291d319a8ff03,/m/0ch_cf,0.61125,0.77375,0.060976,0.193246,Fish
826100059151f50f,/m/0ch_cf,0.543945,0.611328,0.096354,0.132812,Fish
28f7c0946f6fafd2,/m/03fj2,0.62625,0.6875,0.0,0.048333,Goldfish
acc811a2250ec353,/m/0ch_cf,0.4925,0.645,0.604108,0.99253,Fish
cb50bc84d985e37f,/m/0ch_cf,0.6308590000000001,0.7070310000000001,0.253906,0.395833,Fish
cbfa1f1a5d0b45fb,/m/0ch_cf,0.035782,0.121469,0.19,0.26,Fish
b81a5e307951002e,/m/0ch_cf,0.441875,0.506875,0.8805270000000001,0.999059,Fish
53f3289b22925abe,/m/0ch_cf,0.134185,0.998935,0.0,0.99905,Fish
7c1d730eecf8c2a2,/m/03fj2,0.281426,0.54409,0.04375,0.5525,Goldfish
9c43b17f34195739,/m/0ch_cf,0.763125,0.79,0.0,0.039914,Fish
007f73c5c0a214f5,/m/0ch_cf,0.175,0.841875,0.0,0.942286,Fish
db4c9fc61ad8e1f9,/m/0ch_cf,0.641875,0.719375,0.589167,0.683333,Fish
ecdf38cf88343006,/m/03fj2,0.683125,0.74125,0.525833,0.605,Goldfish
75276037eb250aff,/m/0ch_cf,0.30625,0.463125,0.602251,0.7176359999999999,Fish
8d70263c0ff96560,/m/0ch_cf,0.138125,0.189375,0.479774,0.5070560000000001,Fish
98a42c82d484a9a5,/m/0ch_cf,0.75,0.94625,0.468333,0.540833,Fish
8b23e6b40b3936e6,/m/0ch_cf,0.15875,0.3225,0.44875,0.81625,Fish
a418504ff79af7cf,/m/0ch_cf,0.662289,0.998124,0.0,0.20625,Fish
0095734b1bd2ea8d,/m/0ch_cf,0.919922,0.942383,0.845052,0.885417,Fish
e0a77c01afda8523,/m/0ch_cf,0.009375,0.033333,0.025,0.05,Fish
d213a9f865e80146,/m/03fj2,0.11875,0.234375,0.604688,0.675,Goldfish
8c3ff7b7471e4c9d,/m/03fj2,0.0,0.01875,0.71875,0.761853,Goldfish
44780e7ebf4882b5,/m/0ch_cf,0.400754,0.476131,0.346629,0.474834,Fish
6d1a3d23233f825e,/m/0ch_cf,0.30875,0.385625,0.024472,0.1802,Fish
2efa5ad774870838,/m/0ch_cf,0.417969,0.5,0.275,0.369792,Fish
4da1394fe6e130b5,/m/0ch_cf,0.52,0.70375,0.675,0.878333,Fish
880b4b00f75260ec,/m/0ch_cf,0.491875,0.533125,0.095,0.1825,Fish
c3d30e8ccbc6f235,/m/0ch_cf,0.192383,0.225586,0.7382810000000001,0.78776,Fish
66463008f0343bb8,/m/0ch_cf,0.526875,0.936875,0.493433,0.954972,Fish
be87f2343fca5198,/m/0ch_cf,0.48375,0.55125,0.729167,0.768333,Fish
4159849159bc7ecb,/m/0ch_cf,0.099375,0.3225,0.251208,0.391304,Fish
e5f22262c72a4688,/m/0ch_cf,0.482639,0.550347,0.795573,0.815104,Fish
f98fa535bcba0d39,/m/0by6g,0.0575,0.875,0.4854850000000001,0.831832,Shark
1a29eef4fcb1ce46,/m/0ch_cf,0.642578,0.674805,0.7851560000000001,0.8085939999999999,Fish
09305826ae76ebf3,/m/0ch_cf,0.114878,0.969868,0.33375,0.94,Fish
1d5f002cac77a68c,/m/0ch_cf,0.33875,0.46625,0.2275,0.325833,Fish
b6c0cdb840497dfc,/m/0ch_cf,0.885,0.9675,0.6682060000000001,0.702079,Fish
60fd20b442e7fe11,/m/0ch_cf,0.298177,0.364583,0.639648,0.6660159999999999,Fish
3b14a77209dc904c,/m/03fj2,0.625977,0.7070310000000001,0.548177,0.7226560000000001,Goldfish
fcb35fcad1446a63,/m/0ch_cf,0.445386,0.923729,0.751875,0.83,Fish
554997893aeea180,/m/0ch_cf,0.283125,0.31125,0.391667,0.408333,Fish
8f4c336f1e9e25aa,/m/03fj2,0.588125,0.973125,0.55,0.8375,Goldfish
e1632b9e1125b8b0,/m/0ch_cf,0.33875,0.476875,0.26450300000000004,0.520157,Fish
f22800e8e77e550b,/m/0ch_cf,0.190559,0.795455,0.385827,0.711286,Fish
90addf53a03d85dd,/m/0ch_cf,0.213968,0.59873,0.074375,0.75,Fish
232db5bb91a4b9a6,/m/0ch_cf,0.788333,0.836667,0.763125,0.79875,Fish
1d91ee2dc45cf99c,/m/03fj2,0.0125,0.154167,0.856925,0.937595,Goldfish
fa41455b1ba6b65b,/m/0ch_cf,0.781944,0.830556,0.284375,0.30625,Fish
86bbc88fa66be2d6,/m/0ch_cf,0.70125,0.993125,0.48,0.681667,Fish
123aca94ff536fea,/m/0ch_cf,0.18375,0.973125,0.101292,0.89395,Fish
ecdf38cf88343006,/m/03fj2,0.488125,0.54625,0.791667,0.805833,Goldfish
ddbffecf4c8bb6c2,/m/0ch_cf,0.708568,0.847405,0.080398,0.5612560000000001,Fish
38530628f1148cf4,/m/0ch_cf,0.2025,0.383125,0.626642,0.855535,Fish
4f21df1620abe15e,/m/0ch_cf,0.468333,0.484167,0.073125,0.09,Fish
ac7e1f1eafc36ae0,/m/0ch_cf,0.28625,0.585625,0.344167,0.5908329999999999,Fish
0eaba242dbc52996,/m/0ch_cf,0.04375,0.08625,0.7925,0.84,Fish
5d4dcf33d56ebd0a,/m/0by6g,0.000625,0.66125,0.245833,0.791667,Shark
d8c21476c9180688,/m/0ch_cf,0.166875,0.2575,0.828125,0.996875,Fish
1c48d2b34b25516d,/m/0ch_cf,0.48625,0.508125,0.704167,0.7275,Fish
09934d6bb43bac26,/m/0ch_cf,0.91125,0.9325,0.358333,0.368333,Fish
c8daaa42cb161af2,/m/0ch_cf,0.801852,0.827778,0.393855,0.435754,Fish
39b93fc5e3b5c926,/m/03fj2,0.4375,0.999375,0.35,0.863333,Goldfish
b38ec031a683ef23,/m/0ch_cf,0.36875,0.4325,0.943333,0.975,Fish
12c699e829fd8e50,/m/0by6g,0.595122,0.965854,0.222581,0.7258060000000001,Shark
1ceb2267fa128a01,/m/0ch_cf,0.053634,0.086097,0.162747,0.210724,Fish
edd6e201f99f76a4,/m/0ch_cf,0.05,0.115625,0.384167,0.48,Fish
72a3e4da1f17b202,/m/0ch_cf,0.035625,0.975,0.110482,0.822946,Fish
468b5011e0977ef1,/m/0ch_cf,0.595,0.64125,0.434167,0.513333,Fish
527270250b609790,/m/0ch_cf,0.00875,0.77375,0.341667,0.879167,Fish
8ac647e527531dce,/m/0ch_cf,0.403125,0.999375,0.299167,0.743333,Fish
f1953e07a8b4f2c0,/m/0ch_cf,0.053358,0.7727689999999999,0.475,0.8325,Fish
7811d5dea5b0a8d8,/m/0ch_cf,0.33375,0.653125,0.45,0.605,Fish
178459e7305551fd,/m/0ch_cf,0.09,0.40125,0.283428,0.501883,Fish
d2033857fc97b5c5,/m/0ch_cf,0.073785,0.448785,0.276371,0.666667,Fish
f21b6f6331771da1,/m/0ch_cf,0.388125,0.499375,0.130394,0.272045,Fish
92b9bd4b2e4a9db5,/m/0ch_cf,0.361059,0.407687,0.708125,0.78375,Fish
3b891270f1e69c75,/m/0ch_cf,0.650625,0.8425,0.481646,0.8921020000000001,Fish
44be346b9f064e70,/m/0by6g,0.08625,0.999375,0.205,0.768333,Shark
d38a92d554d3c103,/m/0ch_cf,0.24707,0.602539,0.567708,0.997396,Fish
7cda71f62b5df5a3,/m/0ch_cf,0.636875,0.77,0.458084,0.566866,Fish
65728f28b907d397,/m/0ch_cf,0.227344,0.241406,0.826042,0.86875,Fish
fff1272ee6d98005,/m/0ch_cf,0.115625,0.226875,0.511667,0.57,Fish
7a03564eb1825402,/m/0ch_cf,0.166875,0.19625,0.224167,0.270833,Fish
7755fdbee51b7093,/m/0ch_cf,0.841875,0.999375,0.595833,0.7075,Fish
3dc9b546bd7070d2,/m/0ch_cf,0.18375,0.350625,0.0725,0.291667,Fish
2964f425e1d91626,/m/0ch_cf,0.0,0.063725,0.7549020000000001,0.808824,Fish
c55b4ba2b8ba0fa7,/m/0ch_cf,0.144375,0.854375,0.242026,0.8911819999999999,Fish
40884e0293972b7a,/m/0ch_cf,0.620625,0.6625,0.4325,0.471667,Fish
45b8e9b3b122fa6d,/m/03fj2,0.501408,0.670423,0.660625,0.739375,Goldfish
bebac23c45451d93,/m/0ch_cf,0.39125,0.483125,0.243902,0.292683,Fish
f38ecfa3dca26292,/m/0ch_cf,0.78625,0.808125,0.083333,0.114444,Fish
0300038f7af11561,/m/0ch_cf,0.27933800000000003,0.285097,0.193125,0.210625,Fish
ce33958cb34985f4,/m/0ch_cf,0.09625,0.1325,0.14666700000000002,0.1725,Fish
b70c0e7e440af27e,/m/0ch_cf,0.743154,0.944287,0.22875,0.34875,Fish
5fd146d345346ccb,/m/0ch_cf,0.2525,0.2725,0.763258,0.827652,Fish
f2fc0e24e9795d69,/m/0ch_cf,0.281667,0.998333,0.5225,0.9975,Fish
e31395e2df7caaf9,/m/0ch_cf,0.05,0.15,0.102083,0.352083,Fish
8e11c4c1cd85cf28,/m/0ch_cf,0.421875,0.455625,0.079167,0.165,Fish
edcbbd9829257cb9,/m/0ch_cf,0.083608,0.649065,0.48375,0.58125,Fish
a9f3e9f00c9012fd,/m/0ch_cf,0.964844,0.985352,0.307292,0.324219,Fish
bab89f1f90fcf761,/m/0ch_cf,0.24875,0.255625,0.480833,0.491667,Fish
023f5cf89708be9f,/m/0ch_cf,0.970486,0.993056,0.669271,0.703125,Fish
6b0044fea5524aa8,/m/0ch_cf,0.05625,0.7875,0.050167,0.405797,Fish
1919e53bcf313b10,/m/0ch_cf,0.0,0.399733,0.139062,0.640625,Fish
2da4e0e21a9ac0a6,/m/0ch_cf,0.183125,0.608125,0.0,0.140833,Fish
